label,text
spam,Chúc mừng! Bạn đã trúng một chiếc laptop miễn phí. Nhấn vào đây ngay!
spam,Congratulations! You have won a brand new car. Click this link.
ham,Don't forget our interview on Monday.
ham,Don't forget our conference at 8 AM.
spam,Nhân đôi thu nhập! Học cách kiếm 200 đô la dễ dàng. Hành động nhanh lên!
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với kiểm thử.
ham,Vui lòng gửi cho tôi mã nguồn trước thứ Năm.
spam,Nhân đôi thu nhập! Học cách kiếm 500 đô la dễ dàng. Truy cập trang web của chúng tôi.
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với kiểm thử.
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Click vào liên kết này.
spam,Your a gift card is ready to be shipped. Don't miss out!
ham,Bạn có thể gọi cho tôi khi bạn rảnh rỗi không?
ham,Tôi sẽ làm việc ở nhà vào lát nữa.
spam,một phần thưởng miễn phí của bạn đã sẵn sàng để giao. Gọi ngay!
ham,"Chào bạn, chúng ta vẫn gặp nhau vào vào thứ Hai chứ?"
ham,lớp học sẽ bắt đầu lúc lúc 8 giờ sáng.
ham,Cảm ơn vì đã giúp tôi với việc triển khai.
ham,Cảm ơn vì đã giúp tôi với bài tập.
spam,1000 đô la tiền mặt của bạn đã sẵn sàng để giao. Nhận ngay tại đây!
spam,Get 90% off on all products! Click this link.
ham,Cảm ơn vì đã giúp tôi với kiểm thử.
spam,Your $500 is ready to be shipped. Call now!
spam,Congratulations! You have won a gift card. Click here now!
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Trả lời email này.
ham,buổi họp nhóm sẽ bắt đầu lúc chiều nay.
spam,Nhân đôi thu nhập! Học cách kiếm 2500 đô la dễ dàng. Nhận ngay tại đây!
ham,Vui lòng gửi cho tôi bản nháp thiết kế trước ngày mai.
spam,một kỳ nghỉ dưỡng sang trọng của bạn đã sẵn sàng để giao. Click vào liên kết này.
spam,Kiếm tiền nhanh chóng! Kiếm 2500 đô la một tuần từ việc làm ở nhà.
spam,Double your income! Learn how to make $200 easily. Visit our website.
ham,Hãy lên lịch cho một bữa trưa vào cuối tuần này.
spam,Ưu đãi có thời hạn! Nhận một chiếc ô tô mới tinh miễn phí! Hành động nhanh lên!
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với dự án của bạn.
ham,Cảm ơn vì đã giúp tôi với dự án của bạn.
spam,Giảm giá 90% cho tất cả sản phẩm! Đừng bỏ lỡ!
spam,Kiếm tiền nhanh chóng! Kiếm 2500 đô la một tuần từ việc làm ở nhà.
ham,Did you review the invoice yet?
ham,Vui lòng gửi cho tôi ghi chú cuộc họp trước thứ Tư.
ham,Don't forget our appointment at 2 PM.
ham,Đừng quên buổi phỏng vấn của chúng ta vào chiều nay.
ham,"Chào bạn, chúng ta vẫn gặp nhau vào lúc 2 giờ chiều chứ?"
ham,Don't forget our class tonight.
ham,"Chào bạn, chúng ta vẫn gặp nhau vào lát nữa chứ?"
spam,Double your income! Learn how to make $2500 easily. Click this link.
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với việc triển khai.
spam,Ưu đãi có thời hạn! Nhận một phần thưởng miễn phí miễn phí! Trả lời email này.
spam,TRÚNG một Bitcoin ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
spam,Nhân đôi thu nhập! Học cách kiếm 5000 đô la dễ dàng. Nhận ngay tại đây!
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Nhấn vào đây ngay!
ham,bữa trưa sẽ bắt đầu lúc thứ Sáu tới.
ham,Bạn có thể gọi cho tôi khi bạn họp xong không?
